B0,B1,B2,B3,Label
-50,-23,-62,-54,4
-50,-23,-61,-53,4
-49,-23,-60,-53,4
-49,-23,-61,-54,4
-49,-23,-61,-54,4
-50,-22,-62,-54,4
-50,-23,-63,-54,4
-49,-22,-62,-53,4
-50,-23,-61,-58,4
-50,-24,-63,-54,4
-50,-23,-62,-53,4
-51,-23,-62,-54,4
-50,-23,-60,-54,4
-50,-23,-61,-54,4
-50,-25,-60,-56,4
-50,-23,-62,-54,4
-49,-23,-62,-53,4
-49,-23,-58,-54,4
-50,-22,-61,-54,4
-50,-23,-61,-54,4
-50,-23,-56,-54,4
-47,-23,-60,-54,4
-46,-23,-59,-54,4
-52,-24,-61,-54,4
-49,-23,-59,-54,4
-49,-24,-62,-54,4
-48,-23,-63,-54,4
-49,-22,-60,-53,4
-48,-23,-60,-54,4
-54,-22,-58,-54,4
-52,-22,-59,-58,4
-51,-23,-60,-59,4
-50,-22,-62,-58,4
-48,-40,-52,-58,5
-48,-38,-53,-58,5
-48,-37,-54,-58,5
-53,-40,-53,-58,5
-49,-37,-53,-59,5
-49,-44,-53,-58,5
-49,-38,-53,-59,5
-48,-42,-54,-57,5
-48,-42,-54,-58,5
-48,-40,-54,-58,5
-49,-39,-54,-58,5
-49,-39,-53,-58,5
-49,-39,-54,-58,5
-50,-39,-54,-57,5
-49,-40,-53,-58,5
-48,-40,-54,-58,5
-49,-44,-53,-58,5
-49,-41,-53,-58,5
-50,-40,-54,-58,5
-47,-40,-53,-58,5
-49,-38,-53,-59,5
-49,-40,-54,-58,5
-49,-42,-52,-58,5
-50,-38,-52,-58,5
-52,-38,-54,-58,5
-52,-39,-53,-58,5
-52,-39,-54,-58,5
-52,-44,-53,-57,5
-51,-39,-54,-58,5
-50,-40,-53,-59,5
-52,-41,-54,-58,5
-53,-40,-53,-58,5
-53,-37,-53,-58,5
-52,-40,-53,-58,5
-51,-40,-53,-59,5
-53,-34,-54,-58,5
-52,-41,-53,-57,5
-52,-39,-53,-58,5
-51,-38,-53,-58,5
-52,-41,-54,-58,5
-52,-37,-52,-58,5
-53,-41,-53,-57,5
-52,-41,-52,-58,5
-53,-42,-53,-58,5
-54,-39,-54,-58,5
-51,-41,-52,-58,5
-51,-40,-52,-58,5
-51,-41,-53,-58,5
-51,-40,-54,-58,5
-52,-41,-53,-58,5
-53,-41,-53,-59,5
-54,-40,-53,-58,5
-54,-38,-53,-58,5
-52,-39,-53,-58,5
-53,-39,-53,-57,5
-52,-40,-53,-59,5
-53,-40,-54,-58,5
-52,-38,-53,-58,5
-53,-40,-54,-59,5
-52,-40,-53,-58,5
-52,-40,-53,-58,5
-51,-43,-53,-58,5
-53,-40,-52,-58,5
-53,-40,-53,-57,5
-53,-41,-54,-57,5
-52,-41,-52,-58,5
-49,-40,-54,-58,5
-56,-37,-53,-57,5
-54,-40,-53,-58,5
-54,-40,-53,-58,5
-54,-40,-53,-63,5
-54,-40,-52,-58,5
-54,-39,-52,-57,5
-53,-38,-52,-58,5
-53,-39,-52,-58,5
-54,-38,-52,-57,5
-55,-40,-52,-58,5
-53,-42,-53,-60,5
-53,-40,-52,-57,5
-54,-42,-53,-58,5
-54,-38,-53,-58,5
-54,-40,-53,-57,5
-56,-40,-53,-57,5
-55,-37,-51,-57,5
-54,-41,-51,-58,5
-53,-40,-52,-58,5
-55,-42,-53,-58,5
-54,-40,-53,-57,5
-54,-41,-55,-57,5
-56,-45,-53,-59,5
-56,-41,-52,-57,5
-53,-42,-52,-58,5
-57,-48,-45,-58,5
-58,-49,-52,-58,5
-59,-47,-52,-58,5
-59,-46,-51,-58,5
-60,-38,-53,-57,5
-60,-40,-52,-58,5
-59,-42,-52,-58,5
-59,-41,-53,-57,5
-60,-46,-52,-60,5
-58,-36,-52,-58,5
-60,-39,-51,-58,5
-59,-40,-51,-57,5
-61,-42,-52,-57,5
-60,-41,-53,-57,5
-58,-41,-52,-57,5
-47,-41,-52,-57,5
-58,-40,-52,-58,5
-59,-42,-52,-57,5
-61,-41,-52,-58,5
-60,-43,-52,-60,5
-62,-38,-52,-57,5
-59,-43,-46,-56,5
-59,-42,-52,-58,5
-62,-42,-53,-58,5
-60,-43,-52,-58,5
-63,-41,-51,-58,5
-61,-39,-52,-59,5
-62,-44,-48,-58,5
-51,-52,-35,-48,8
-51,-53,-34,-48,8
-51,-53,-36,-47,8
-51,-53,-36,-48,8
-51,-52,-36,-47,8
-51,-51,-36,-47,8
-51,-52,-36,-48,8
-51,-52,-36,-47,8
-51,-54,-36,-48,8
-51,-51,-36,-47,8
-52,-52,-36,-48,8
-51,-53,-36,-48,8
-51,-51,-36,-48,8
-51,-53,-35,-47,8
-51,-53,-36,-49,8
-51,-52,-37,-48,8
-51,-52,-36,-47,8
-51,-52,-36,-48,8
-51,-52,-36,-47,8
-51,-53,-36,-47,8
-50,-53,-36,-49,8
-51,-53,-35,-48,8
-51,-52,-36,-47,8
-51,-53,-36,-47,8
-51,-53,-36,-47,8
-51,-53,-36,-48,8
-51,-53,-36,-49,8
-51,-52,-36,-48,8
-51,-53,-37,-47,8
-51,-53,-36,-48,8
-51,-53,-36,-47,8
-50,-53,-35,-48,8
-51,-52,-36,-49,8
-51,-54,-36,-47,8
-51,-53,-36,-47,8
-50,-52,-36,-49,8
-50,-54,-36,-47,8
-51,-52,-36,-47,8
-51,-53,-36,-48,8
-50,-53,-36,-48,8
-51,-52,-36,-48,8
-50,-54,-35,-48,8
-51,-54,-36,-48,8
-51,-52,-36,-48,8
-52,-54,-36,-48,8
-51,-52,-35,-48,8
-50,-53,-36,-48,8
-51,-53,-36,-47,8
-51,-53,-37,-48,8
-50,-53,-35,-47,8
-50,-52,-36,-48,8
-50,-52,-36,-48,8
-51,-53,-37,-48,8
-50,-52,-37,-48,8
-50,-52,-36,-48,8
-50,-52,-36,-47,8
-51,-51,-36,-48,8
-51,-53,-36,-48,8
-51,-52,-36,-47,8
-50,-51,-36,-47,8
-51,-53,-36,-48,8
-51,-52,-36,-47,8
-51,-53,-34,-47,8
-50,-52,-36,-48,8
-51,-53,-36,-48,8
-51,-53,-36,-48,8
-51,-51,-36,-48,8
-51,-51,-36,-48,8
-51,-52,-35,-48,8
-51,-54,-36,-49,8
-50,-54,-36,-50,8
-51,-54,-36,-50,8
-51,-52,-36,-47,8
-50,-54,-36,-47,8
-51,-52,-35,-47,8
-51,-54,-37,-49,8
-51,-53,-36,-48,8
-51,-53,-36,-48,8
-50,-53,-37,-48,8
-50,-51,-37,-47,8
-51,-53,-36,-48,8
-50,-52,-36,-47,8
-50,-53,-36,-47,8
-50,-53,-36,-50,8
-50,-53,-36,-48,8
-50,-53,-36,-47,8
-51,-54,-36,-47,8
-51,-52,-37,-47,8
-51,-52,-36,-49,8
-51,-52,-36,-47,8
-50,-52,-36,-48,8
-50,-52,-36,-49,8
-50,-54,-36,-47,8
-51,-53,-36,-47,8
-51,-52,-36,-48,8
-51,-53,-36,-47,8
-50,-52,-36,-47,8
-50,-54,-37,-48,8
-50,-53,-35,-47,8
-51,-54,-36,-48,8
-50,-52,-37,-47,8
-50,-53,-36,-47,8
-50,-53,-36,-47,8
-51,-53,-37,-47,8
-50,-52,-36,-47,8
-51,-52,-36,-49,8
-51,-50,-37,-47,8
-50,-53,-36,-47,8
-51,-52,-36,-47,8
-51,-53,-36,-49,8
-51,-52,-36,-50,8
-51,-53,-35,-47,8
-51,-53,-37,-47,8
-50,-53,-36,-47,8
-50,-53,-36,-48,8
-51,-53,-36,-47,8
-50,-53,-36,-47,8
-50,-53,-35,-47,8
-51,-52,-36,-47,8
-50,-53,-36,-47,8
-35,-49,-53,-53,9
-35,-50,-51,-53,9
-35,-49,-51,-57,9
-36,-49,-53,-57,9
-35,-49,-53,-53,9
-36,-47,-53,-53,9
-35,-57,-53,-53,9
-36,-58,-52,-53,9
-36,-48,-52,-53,9
-35,-48,-54,-53,9
-36,-48,-53,-53,9
-36,-49,-53,-53,9
-36,-49,-55,-53,9
-35,-47,-61,-53,9
-36,-49,-52,-52,9
-36,-49,-53,-53,9
-36,-47,-53,-53,9
-36,-47,-52,-53,9
-36,-48,-52,-53,9
-36,-49,-53,-53,9
-36,-47,-53,-55,9
-36,-47,-52,-54,9
-35,-47,-53,-53,9
-36,-48,-54,-52,9
-36,-51,-53,-53,9
-36,-49,-56,-53,9
-35,-51,-55,-53,9
-36,-48,-55,-53,9
-36,-50,-55,-53,9
-36,-44,-52,-53,9
-36,-48,-51,-53,9
-36,-49,-53,-53,9
-36,-49,-53,-53,9
-36,-50,-54,-53,9
-36,-50,-52,-53,9
-36,-49,-53,-52,9
-36,-54,-54,-53,9
-36,-49,-53,-53,9
-36,-49,-53,-53,9
-36,-47,-54,-53,9
-36,-48,-53,-53,9
-36,-49,-52,-53,9
-36,-49,-52,-54,9
-37,-50,-53,-54,9
-36,-49,-55,-53,9
-36,-49,-54,-53,9
-36,-48,-53,-54,9
-36,-49,-53,-53,9
-36,-47,-53,-53,9
-36,-50,-54,-53,9
-36,-49,-52,-53,9
-36,-48,-53,-53,9
-36,-50,-52,-53,9
-37,-47,-52,-54,9
-36,-48,-52,-54,9
-37,-49,-53,-53,9
-36,-47,-53,-54,9
-36,-50,-53,-53,9
-36,-48,-52,-53,9
-36,-50,-53,-53,9
-37,-49,-53,-53,9
-37,-49,-55,-53,9
-36,-48,-55,-54,9
-35,-48,-53,-54,9
-37,-45,-53,-53,9
-37,-46,-53,-54,9
-36,-49,-52,-53,9
-36,-49,-53,-55,9
-36,-48,-52,-53,9
-37,-49,-51,-54,9
-36,-36,-53,-54,9
-37,-36,-52,-52,9
-36,-37,-53,-53,9
-36,-37,-53,-53,9
-37,-36,-52,-53,9
-36,-36,-53,-54,9
-36,-37,-53,-53,9
-36,-36,-53,-53,9
-36,-36,-54,-53,9
-37,-37,-53,-53,9
-36,-36,-53,-53,9
-37,-37,-53,-56,9
-36,-37,-52,-53,9
-36,-36,-54,-55,9
-36,-36,-52,-53,9
-37,-37,-53,-53,9
-36,-36,-53,-53,9
-36,-36,-54,-53,9
-36,-36,-53,-53,9
-36,-36,-52,-52,9
-36,-36,-53,-52,9
-36,-36,-53,-53,9
-36,-36,-53,-54,9
-36,-36,-52,-53,9
-37,-36,-54,-53,9
-37,-36,-53,-53,9
-36,-36,-53,-53,9
-36,-36,-53,-53,9
-36,-36,-52,-53,9
-37,-37,-52,-54,9
-37,-36,-54,-53,9
-36,-36,-55,-54,9
-36,-36,-55,-53,9
-36,-36,-55,-54,9
-36,-36,-52,-53,9
-36,-36,-53,-53,9
-37,-36,-53,-53,9
-37,-36,-53,-53,9
-37,-36,-53,-53,9
-37,-36,-52,-53,9
-37,-36,-53,-53,9
-36,-36,-52,-53,9
-36,-36,-54,-53,9
-36,-37,-52,-53,9
-38,-38,-56,-54,9
-39,-38,-51,-53,9
-37,-38,-54,-53,9
-38,-51,-50,-54,9
-36,-48,-51,-54,9
-36,-51,-50,-53,9
-56,-53,-50,-38,12
-56,-53,-50,-38,12
-57,-53,-50,-38,12
-56,-52,-50,-38,12
-56,-54,-49,-39,12
-56,-54,-49,-38,12
-56,-54,-48,-39,12
-57,-54,-49,-38,12
-56,-54,-50,-38,12
-56,-53,-49,-39,12
-56,-53,-49,-38,12
-55,-51,-55,-38,12
-56,-58,-52,-38,12
-55,-61,-53,-38,12
-55,-61,-52,-38,12
-56,-61,-53,-38,12
-56,-62,-54,-39,12
-55,-60,-54,-37,12
-55,-61,-54,-37,12
-55,-58,-54,-38,12
-56,-53,-50,-38,12
-55,-53,-51,-38,12
-55,-54,-51,-39,12
-55,-53,-53,-38,12
-55,-53,-53,-38,12
-56,-53,-54,-38,12
-55,-60,-54,-38,12
-55,-52,-54,-37,12
-54,-53,-53,-37,12
-56,-53,-53,-38,12
-54,-55,-53,-37,12
-56,-53,-54,-38,12
-57,-52,-52,-38,12
-58,-54,-51,-37,12
-58,-53,-54,-39,12
-59,-58,-54,-38,12
-55,-53,-52,-39,12
-56,-53,-51,-38,12
-56,-54,-52,-37,12
-58,-53,-54,-38,12
-57,-53,-52,-37,12
-58,-53,-53,-38,12
-59,-53,-53,-38,12
-58,-53,-52,-38,12
-58,-53,-53,-38,12
-58,-53,-54,-38,12
-59,-56,-54,-38,12
-58,-53,-54,-38,12
-58,-53,-53,-38,12
-58,-53,-54,-38,12
-57,-53,-54,-38,12
-57,-58,-53,-38,12
-58,-54,-52,-38,12
-57,-53,-53,-37,12
-57,-53,-52,-37,12
-58,-52,-51,-39,12
-58,-53,-53,-38,12
-57,-53,-53,-38,12
-57,-53,-53,-39,12
-58,-53,-54,-38,12
-57,-53,-54,-38,12
-58,-52,-54,-37,12
-57,-56,-54,-38,12
-58,-53,-54,-37,12
-58,-54,-53,-38,12
-58,-54,-52,-38,12
-58,-53,-52,-38,12
-58,-53,-53,-38,12
-58,-53,-54,-38,12
-58,-53,-53,-38,12
-58,-52,-53,-38,12
-58,-53,-52,-38,12
-58,-53,-54,-38,12
-58,-53,-54,-37,12
-59,-53,-53,-38,12
-58,-54,-54,-38,12
-58,-53,-54,-37,12
-58,-53,-53,-39,12
-57,-53,-53,-38,12
-57,-53,-52,-38,12
-58,-54,-53,-38,12
-58,-54,-54,-37,12
-58,-52,-53,-37,12
-58,-53,-53,-37,12
-59,-53,-53,-38,12
-58,-52,-53,-38,12
-58,-52,-54,-38,12
-58,-54,-51,-38,12
-58,-52,-54,-38,12
-58,-53,-53,-38,12
-59,-52,-54,-38,12
-58,-53,-53,-38,12
-59,-53,-53,-37,12
-58,-53,-54,-38,12
-58,-53,-54,-37,12
-58,-54,-52,-37,12
-59,-52,-54,-37,12
-58,-53,-53,-37,12
-58,-52,-52,-37,12
-59,-52,-52,-37,12
-57,-53,-52,-37,12
-58,-53,-50,-38,12
-57,-53,-51,-38,12
-55,-52,-51,-38,12
-54,-54,-53,-37,12
-54,-53,-53,-37,12
-53,-53,-52,-37,12
-54,-54,-52,-37,12
-53,-54,-52,-37,12
-53,-54,-51,-37,12
-54,-53,-52,-37,12
-54,-53,-51,-37,12
-54,-53,-52,-37,12
-53,-53,-52,-38,12
-53,-53,-52,-37,12
-54,-53,-52,-37,12
-53,-53,-51,-37,12
-52,-51,-49,-37,12
-51,-64,-50,-37,12
-53,-59,-49,-37,12
-25,-60,-54,-67,13
-25,-53,-53,-62,13
-25,-57,-53,-63,13
-27,-57,-53,-63,13
-24,-56,-53,-63,13
-25,-59,-53,-63,13
-25,-60,-54,-65,13
-25,-54,-54,-62,13
-25,-60,-53,-64,13
-28,-61,-53,-69,13
-24,-58,-53,-67,13
-25,-59,-54,-67,13
-27,-57,-52,-67,13
-25,-55,-52,-65,13
-25,-57,-53,-65,13
-25,-59,-52,-68,13
-24,-59,-53,-66,13
-25,-63,-52,-65,13
-25,-59,-52,-67,13
-25,-60,-53,-65,13
-25,-57,-52,-67,13
-25,-59,-53,-67,13
-24,-61,-52,-67,13
-25,-59,-46,-60,13
-28,-59,-54,-67,13
-25,-54,-53,-67,13
-25,-54,-52,-67,13
-26,-59,-53,-67,13
-26,-59,-54,-63,13
-25,-59,-54,-67,13
-25,-57,-53,-67,13
-25,-60,-52,-67,13
-24,-60,-52,-67,13
-25,-60,-54,-68,13
-25,-59,-53,-67,13
-24,-59,-52,-67,13
-24,-60,-54,-60,13
-25,-57,-49,-68,13
-25,-59,-53,-67,13
-26,-61,-53,-67,13
-25,-50,-53,-66,13
-24,-56,-53,-67,13
-24,-61,-53,-64,13
-25,-54,-53,-67,13
-25,-58,-53,-67,13
-25,-61,-53,-65,13
-27,-58,-53,-62,13
-25,-60,-52,-63,13
-25,-56,-53,-65,13
-24,-57,-52,-67,13
-25,-61,-52,-68,13
-25,-56,-53,-69,13
-25,-58,-53,-70,13
-25,-59,-53,-69,13
-24,-61,-53,-69,13
-24,-55,-52,-64,13
-24,-60,-53,-70,13
-24,-55,-51,-68,13
-25,-61,-53,-67,13
-25,-54,-53,-61,13
-26,-61,-52,-62,13
-26,-59,-53,-65,13
-26,-60,-53,-65,13
-25,-61,-50,-62,13
-25,-60,-53,-67,13
-25,-60,-53,-62,13
-24,-60,-52,-62,13
-24,-57,-52,-67,13
-25,-56,-54,-67,13
-24,-59,-52,-65,13
-25,-61,-52,-66,13
-25,-59,-53,-67,13
-24,-59,-53,-67,13
-25,-57,-53,-67,13
-24,-61,-53,-62,13
-25,-57,-53,-60,13
-25,-59,-54,-67,13
-25,-59,-53,-67,13
-25,-59,-53,-68,13
-26,-55,-54,-67,13
-25,-57,-53,-66,13
-25,-61,-53,-62,13
-25,-54,-53,-67,13
-25,-61,-52,-67,13
-25,-61,-53,-65,13
-25,-58,-53,-64,13
-24,-57,-53,-63,13
-25,-60,-53,-67,13
-25,-61,-54,-66,13
-25,-60,-53,-66,13
-25,-57,-53,-62,13
-25,-55,-53,-64,13
-25,-60,-53,-65,13
-25,-61,-53,-67,13
-24,-56,-54,-65,13
-25,-60,-54,-67,13
-24,-57,-51,-64,13
-24,-61,-53,-62,13
-25,-60,-54,-62,13
-25,-60,-53,-61,13
-25,-65,-53,-64,13
-25,-59,-53,-62,13
-25,-58,-53,-61,13
-24,-64,-52,-63,13
-25,-61,-50,-63,13
-24,-61,-53,-67,13
-25,-60,-53,-61,13
-25,-63,-53,-65,13
-25,-54,-52,-60,13
-25,-54,-53,-62,13
-27,-61,-52,-60,13
-24,-58,-53,-67,13
-24,-64,-54,-65,13
-25,-59,-53,-67,13
-25,-60,-52,-62,13
-25,-56,-53,-65,13
-25,-62,-53,-62,13
-25,-63,-54,-67,13
-24,-63,-53,-65,13
-25,-56,-52,-67,13
-49,-54,-55,-30,16
-48,-53,-54,-30,16
-49,-55,-54,-30,16
-50,-55,-55,-30,16
-48,-55,-53,-30,16
-49,-53,-54,-29,16
-48,-54,-55,-29,16
-49,-55,-51,-29,16
-49,-53,-55,-29,16
-49,-53,-55,-30,16
-49,-55,-53,-30,16
-48,-55,-55,-29,16
-49,-52,-55,-30,16
-49,-56,-55,-29,16
-49,-56,-54,-29,16
-48,-56,-54,-28,16
-48,-56,-52,-29,16
-49,-54,-54,-29,16
-48,-55,-55,-30,16
-49,-53,-51,-29,16
-49,-53,-53,-28,16
-48,-55,-54,-28,16
-50,-55,-51,-29,16
-49,-55,-55,-29,16
-49,-54,-55,-28,16
-49,-54,-53,-28,16
-49,-54,-52,-29,16
-48,-54,-55,-28,16
-48,-54,-54,-28,16
-48,-53,-54,-30,16
-49,-54,-54,-29,16
-49,-55,-55,-34,16
-47,-53,-55,-30,16
-49,-54,-55,-30,16
-48,-53,-54,-30,16
-47,-54,-54,-29,16
-48,-55,-55,-30,16
-47,-53,-55,-29,16
-49,-54,-52,-29,16
-48,-54,-54,-30,16
-49,-55,-54,-28,16
-49,-54,-53,-30,16
-49,-55,-55,-28,16
-49,-54,-54,-30,16
-48,-54,-55,-28,16
-53,-54,-55,-28,16
-61,-55,-51,-30,16
-59,-53,-50,-29,16
-48,-53,-54,-29,16
-49,-55,-53,-29,16
-59,-53,-55,-29,16
-48,-55,-53,-29,16
-48,-54,-55,-30,16
-49,-55,-53,-29,16
-48,-54,-54,-28,16
-49,-55,-53,-29,16
-50,-53,-53,-30,16
-52,-55,-54,-28,16
-48,-53,-55,-30,16
-49,-53,-56,-29,16
-48,-54,-53,-30,16
-47,-54,-54,-29,16
-49,-56,-53,-29,16
-48,-56,-54,-29,16
-49,-56,-53,-29,16
-50,-56,-54,-29,16
-49,-56,-54,-30,16
-47,-53,-54,-29,16
-48,-54,-51,-29,16
-49,-54,-53,-29,16
-47,-54,-53,-30,16
-49,-54,-54,-29,16
-50,-54,-53,-30,16
-47,-55,-53,-30,16
-49,-55,-54,-29,16
-48,-55,-52,-30,16
-49,-55,-51,-30,16
-47,-55,-54,-29,16
-51,-54,-54,-29,16
-52,-54,-54,-30,16
-50,-55,-54,-29,16
-49,-54,-54,-30,16
-48,-55,-53,-30,16
-47,-54,-54,-30,16
-47,-55,-52,-30,16
-48,-55,-54,-28,16
-49,-54,-54,-29,16
-50,-55,-54,-31,16
-51,-54,-54,-30,16
-49,-55,-53,-30,16
-48,-53,-53,-29,16
-47,-55,-54,-28,16
-48,-55,-55,-30,16
-49,-54,-55,-30,16
-47,-55,-53,-30,16
-50,-54,-55,-28,16
-51,-53,-54,-30,16
-51,-55,-55,-28,16
-49,-55,-53,-30,16
-47,-55,-55,-29,16
-48,-55,-55,-29,16
-49,-54,-53,-30,16
-51,-54,-52,-30,16
-50,-53,-53,-29,16
-51,-53,-54,-29,16
-49,-54,-53,-30,16
-48,-54,-54,-29,16
-49,-55,-53,-30,16
-51,-55,-54,-30,16
-50,-56,-55,-28,16
-51,-55,-52,-29,16
-51,-54,-55,-29,16
-50,-58,-55,-30,16
-51,-57,-55,-30,16
-51,-56,-53,-29,16
-51,-60,-54,-30,16
-51,-55,-55,-33,16
-51,-54,-54,-33,16
-51,-53,-55,-33,16
-50,-52,-55,-34,16

